"Supplementary Data 8. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Amoxicillin
MTBC_A3	10349-03	ERS457075		S	R	R	 	 	 	R	 	 	 
MTBC_A3	10517-03	ERS458617		R	S	S	 	 	 	R	 	 	 
MTBC_A3	11096-03	ERS458701		S	R	S	 	 	 	S	 	 	 
MTBC_A3	11097-03	ERS458377		S	S	S	 	 	 	S	 	 	 
MTBC_A3	11818-03	ERS457211		S	S	S	 	 	 	S	 	 	 
MTBC_A3	11821-03	ERS457267		S	S	S	 	 	 	S	 	 	 
MTBC_A3	11822-03	ERS458241		S	R	R	 	 	 	R	 	 	 
MTBC_A3	12657-03	ERS458627		R	S	S	 	 	 	R	 	 	 
MTBC_A3	1322-04	ERS458560		S	R	S	 	 	 	S	 	 	 
MTBC_A3	1324-04	ERS458209		R	R	R	 	 	 	R	 	 	 
MTBC_A3	1327-04	ERS458677		S	S	S	 	 	 	S	 	 	 
MTBC_A3	1597-04	ERS458062		S	S	S	 	 	 	R	 	 	 
MTBC_A3	1599-04	ERS456778		R	R	R	 	 	 	R	 	 	 
MTBC_A3	1779-04	ERS458469		S	S	S	 	 	 	S	 	 	 
MTBC_A3	1780-04	ERS457423		S	S	S	 	 	 	S	 	 	 
MTBC_A3	1783-04	ERS457826		S	S	S	 	 	 	R	 	 	 
MTBC_A3	3154-04	ERS458259		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3156-04	ERS458497		S	R	S	 	 	 	R	 	 	 
MTBC_A3	3158-04	ERS458130		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3160-04	ERS457929		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3491-04	ERS458315		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3494-04	ERS457433		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3496-04	ERS458341		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3497-04	ERS458107		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3734-04	ERS458746		S	S	S	 	 	 	S	 	 	 
MTBC_A3	3736-04	ERS457436		S	R	S	 	 	 	R	 	 	 
MTBC_A3	3859-03	ERS457167		S	S	S	 	 	 	R	 	 	 
MTBC_A3	3861-03	ERS457639		S	S	S	 	 	 	R	 	 	 
MTBC_A3	3865-03	ERS457170		S	S	S	 	 	 	S	 	 	 
MTBC_A3	4139-04	ERS457076		S	R	S	 	 	 	R	 	 	 
MTBC_A3	4145-04	ERS457803		S	S	S	 	 	 	S	 	 	 
MTBC_A3	4148-04	ERS457122		R	R	R	 	 	 	R	 	 	 
MTBC_A3	420-04	ERS456829		S	S	S	 	 	 	R	 	 	 
MTBC_A3	421-04	ERS457914		S	S	S	 	 	 	S	 	 	 
MTBC_A3	4514-03	ERS458588		S	R	S	 	 	 	R	 	 	 
MTBC_A3	4516-03	ERS457550		S	S	S	 	 	 	S	 	 	 
MTBC_A3	4518-03	ERS457476		S	R	R	 	 	 	R	 	 	 
MTBC_A3	4523-03	ERS457695		S	S	S	 	 	 	R	 	 	 
MTBC_A3	4712-04	ERS457092		S	S	S	 	 	 	S	 	 	 
MTBC_A3	4717-04	ERS458656		S	S	S	 	 	 	S	 	 	 
MTBC_A3	4730-03	ERS457325		R	R	R	 	 	 	R	 	 	 
MTBC_A3	4779-04	ERS458403		S	S	S	 	 	 	R	 	 	 
MTBC_A3	4781-04	ERS457053		S	R	S	 	 	 	S	 	 	 
MTBC_A3	4783-04	ERS456997		S	S	S	 	 	 	S	 	 	 
MTBC_A3	4785-04	ERS457811		S	S	S	 	 	 	S	 	 	 
MTBC_A3	5248-04	ERS457742		S	S	S	 	 	 	R	 	 	 
MTBC_A3	5253-04	ERS457645		S	S	S	 	 	 	S	 	 	 
MTBC_A3	5468-03	ERS456906		S	S	S	 	 	 	S	 	 	 
MTBC_A3	5472-03	ERS458757		S	S	S	 	 	 	R	 	 	 
MTBC_A3	5685-04	ERS458414		R	S	S	 	 	 	R	 	 	 
MTBC_A3	5687-04	ERS458258		S	S	S	 	 	 	S	 	 	 
MTBC_A3	5870-03	ERS457344		S	S	S	 	 	 	S	 	 	 
MTBC_A3	5872-03	ERS457104		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6429-03	ERS457854		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6435-03	ERS457331		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6463-04	ERS456952		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6637-04	ERS457810		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6639-04	ERS458448		R	R	R	 	 	 	R	 	 	 
MTBC_A3	6640-04	ERS458196		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6769-04	ERS456981		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6775-04	ERS456816		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6892-04	ERS457689		S	S	S	 	 	 	S	 	 	 
MTBC_A3	6897-04	ERS457924		S	S	S	 	 	 	R	 	 	 
MTBC_A3	7000-03	ERS458484		S	S	S	 	 	 	S	 	 	 
MTBC_A3	7135-04	ERS458489		R	R	R	 	 	 	R	 	 	 
MTBC_A3	7516-04	ERS457155		S	S	S	 	 	 	S	 	 	 
MTBC_A3	7517-04	ERS458034		S	S	S	 	 	 	R	 	 	 
MTBC_A3	7538-03	ERS457942		S	S	S	 	 	 	R	 	 	 
MTBC_A3	8082-03	ERS458727		S	R	S	 	 	 	S	 	 	 
MTBC_A3	8864-03	ERS458461		R	R	R	 	 	 	R	 	 	 
MTBC_A3	8867-03	ERS457115		S	R	S	 	 	 	S	 	 	 
MTBC_A3	8868-03	ERS458043		S	R	S	 	 	 	S	 	 	 
