"Supplementary Data 9. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Amoxicillin
MTBC_B	2928-12	ERR552006		S	S	S	 	 	 	S	 	 	 
MTBC_B	2942-12	ERR551662		S	S	S	 	 	 	S	 	 	S
MTBC_B	2943-12	ERR552372		S	S	S	 	 	 	R	 	 	 
MTBC_B	2951-08	ERR551389		S	S	S	 	 	 	S	 	 	 
MTBC_B	2976-12	ERR552686		S	S	S	 	 	 	S	 	 	 
MTBC_B	2982-11	ERR553016		S	S	S	 	 	 	S	 	 	 
MTBC_B	2987-09	ERR551406		S	S	S	 	 	 	S	 	 	 
MTBC_B	2989-06	ERR551738;ERR551737		R	R	R	 	S	S	R	 	 	S
MTBC_B	2991-06	ERR552413;ERR552412		R	R	S	 	S	S	R	 	 	S
MTBC_B	2994-06	ERR551735;ERR551736		R	R	R	 	S	S	R	 	 	S
MTBC_B	2997-06	ERR553179;ERR553178		R	R	R	 	S	R	R	 	 	S
MTBC_B	3003-06	ERR551285;ERR551284		R	R	R	 	S	S	R	 	 	S
MTBC_B	3004-06	ERR551952;ERR551951		R	R	S	 	S	S	R	 	 	S
MTBC_B	3009-04	ERR552301;ERR552302		R	R	R	 	S	S	R	 	 	S
MTBC_B	3014-04	ERR551466;ERR551467		R	R	R	 	S	S	R	 	 	S
MTBC_B	3014-08	ERR552918		S	S	S	 	 	 	S	 	 	 
MTBC_B	3015-05	ERR551990		S	S	S	 	 	 	S	 	 	 
MTBC_B	3015-08	ERR550704		S	S	S	 	 	 	S	 	 	 
MTBC_B	3032-06	ERR552066		S	S	S	 	 	 	S	 	 	 
MTBC_B	3055-05	ERR553225		S	S	S	 	 	 	S	 	 	 
MTBC_B	3064-07	ERR552722		S	S	S	 	 	 	S	 	 	 
MTBC_B	3082-05	ERR551862;ERR551861		R	R	S	 	S	S	R	 	 	R
MTBC_B	3083-05	ERR550830;ERR550829		R	R	R	 	S	S	R	 	 	S
MTBC_B	3084-05	ERR552545;ERR552546		R	R	R	 	R	R	R	 	 	S
MTBC_B	3086-05	ERR550838;ERR550837		R	R	R	 	S	S	R	 	 	S
MTBC_B	3087-05	ERR552398;ERR552399		R	R	S	 	S	S	R	 	 	S
MTBC_B	3087-07	ERR551787		S	R	S	 	 	 	R	 	 	 
MTBC_B	3088-06	ERR552602		S	S	S	 	 	 	S	 	 	 
MTBC_B	3089-05	ERR552007;ERR552008		R	R	R	 	S	S	R	 	 	S
MTBC_B	3109-11	ERR552269		S	S	S	 	 	 	S	 	 	 
MTBC_B	3151-09	ERR551375		S	S	S	 	 	 	S	 	 	 
MTBC_B	3176-05	ERR553084		S	S	S	 	 	 	S	 	 	 
MTBC_B	3176-10	ERR551236		R	R	R	R	 	R	R	 	 	 
MTBC_B	3222-06	ERR553136		S	S	S	 	 	 	S	 	 	 
MTBC_B	3223-06	ERR550936		S	R	S	 	 	 	S	 	 	 
MTBC_B	3230-06	ERR550709		S	S	S	 	 	 	S	 	 	 
MTBC_B	3251-10	ERR552827		S	S	S	 	 	 	S	 	 	 
MTBC_B	3258-07	ERR551902		S	S	S	 	 	 	S	 	 	 
MTBC_B	3269-06	ERR552155		S	S	S	 	 	 	S	 	 	 
MTBC_B	3270-10	ERR551041		S	S	S	 	 	 	S	 	 	 
MTBC_B	3271-10	ERR552639		S	S	S	 	 	 	S	 	 	 
MTBC_B	327-11	ERR552962											
MTBC_B	3274-11	ERR552402		S	S	S	 	 	 	S	 	 	 
MTBC_B	329-09	ERR551989		S	S	S	 	 	 	S	 	 	 
MTBC_B	329-10	ERR551282		S	S	S	 	 	 	S	 	 	 
MTBC_B	3302-10	ERR551117		S	S	S	 	 	 	S	 	 	 
MTBC_B	3304-10	ERR551065		S	S	S	 	 	 	S	 	 	 
MTBC_B	3305-05	ERR551110		S	S	S	 	 	 	S	 	 	 
MTBC_B	3306-05	ERR552528		S	S	S	 	 	 	S	 	 	 
MTBC_B	33-11	ERR551555;SRR1820274;SRR1820273											
MTBC_B	3316-05	ERR552871		S	S	S	 	 	 	S	 	 	 
MTBC_B	3323-10	ERR552207		S	S	S	 	 	 	S	 	 	 
MTBC_B	333-08	ERR553280		S	S	S	 	 	 	S	 	 	 
MTBC_B	335-10	ERR553287		S	S	S	 	 	 	S	 	 	 
MTBC_B	3361-08	ERR552691		S	S	S	 	 	 	S	 	 	 
MTBC_B	3362-12	ERR551893		S	S	S	 	 	 	S	 	 	 
MTBC_B	3363-05	ERR552759		S	S	S	 	 	 	S	 	 	 
MTBC_B	3364-09	ERR552657		S	S	S	 	 	 	S	 	 	 
MTBC_B	3373-06	ERR552804		S	S	S	 	 	 	S	 	 	 
MTBC_B	340-08	ERR551663		S	R	S	 	 	 	S	 	 	 
MTBC_B	3417-10	ERR552835		S	S	S	 	 	 	S	 	 	 
MTBC_B	3422-09	ERR551267		S	S	S	 	 	 	S	 	 	 
MTBC_B	3431-07	ERR553159		S	S	S	 	 	 	S	 	 	 
MTBC_B	3434-07	ERR553048		S	S	S	 	 	 	S	 	 	 
MTBC_B	3435-06	ERR551225		S	S	S	 	 	 	S	 	 	 
MTBC_B	3437-06	ERR552290		S	S	S	 	 	 	S	 	 	 
MTBC_B	3443-08	ERR552178		S	S	S	 	 	 	S	 	 	 
MTBC_B	3454-10	ERR550957		S	S	S	 	 	 	S	 	 	 
MTBC_B	3468-05	ERR551657		S	S	S	 	 	 	S	 	 	 
MTBC_B	3484-07	ERR550700		S	S	S	 	 	 	S	 	 	 
MTBC_B	3493-07	ERR551763		S	S	S	 	 	 	S	 	 	 
MTBC_B	3496-10	ERR552564		S	S	S	 	 	 	R	 	 	 
MTBC_B	3498-11	ERR551868		S	S	S	 	 	 	S	 	 	 
MTBC_B	3501-05	ERR552680		S	S	S	 	 	 	S	 	 	 
MTBC_B	3502-11	ERR550678		S	S	S	 	 	 	S	 	 	 
MTBC_B	3523-11	ERR552856		S	S	S	 	 	 	S	 	 	 
MTBC_B	3529-10	ERR551761		S	S	S	 	 	 	S	 	 	 
MTBC_B	353-09	ERR552866		S	S	S	 	 	 	S	 	 	 
MTBC_B	3536-10	ERR552757		S	S	S	 	 	 	S	 	 	 
MTBC_B	3543-05	ERR553271		S	S	S	 	 	 	S	 	 	 
MTBC_B	3555-09	ERR551505		S	S	S	 	 	 	S	 	 	 
MTBC_B	3561-07	ERR552335		S	S	S	 	 	 	S	 	 	 
MTBC_B	3599-08	ERR550938		S	S	S	 	 	 	S	 	 	 
MTBC_B	3603-10	ERR553055		S	S	S	 	 	 	R	 	 	 
MTBC_B	3604-07	ERR550924		S	S	S	 	 	 	S	 	 	 
MTBC_B	3604-10	ERR551273		S	S	S	 	 	 	S	 	 	 
MTBC_B	3606-11	ERR552126		S	S	S	 	 	 	S	 	 	 
MTBC_B	3615-12	ERR551933		S	S	S	 	 	 	S	 	 	 
MTBC_B	3625-11	ERR551374		S	S	S	 	 	 	S	 	 	 
MTBC_B	3630-05	ERR552058		S	S	S	 	 	 	S	 	 	 
MTBC_B	3652-06	ERR553202		S	S	S	 	 	 	S	 	 	 
MTBC_B	3657-05	ERR552761		S	S	S	 	 	 	R	 	 	 
MTBC_B	3662-10	ERR552085		S	S	S	 	 	 	S	 	 	 
MTBC_B	3665-10	ERR551602		S	S	S	 	 	 	S	 	 	 
MTBC_B	3670-04	ERR550773;ERR550772		R	R	R	 	S	S	R	 	 	S
MTBC_B	3671-04	ERR552978;ERR552977		R	R	R	 	S	S	R	 	 	S
MTBC_B	3672-04	ERR552931;ERR552932		R	R	S	 	S	S	R	 	 	S
MTBC_B	3675-04	ERR551528;ERR551527		R	R	S	 	S	S	R	 	 	S
MTBC_B	3676-04	ERR552973;ERR552974		R	R	R	 	S	S	R	 	 	S
MTBC_B	3677-04	ERR552244;ERR552245		R	R	R	 	S	S	R	 	 	S
MTBC_B	3678-04	ERR551016;ERR551015		R	R	R	 	S	S	R	 	 	S
MTBC_B	3691-08	ERR551087		S	S	S	 	 	 	S	 	 	 
MTBC_B	3692-05	ERR551413		S	S	S	 	 	 	S	 	 	 
MTBC_B	3692-08	ERR550630		S	S	S	 	 	 	S	 	 	 
MTBC_B	3694-05	ERR550714		S	S	S	 	 	 	S	 	 	 
MTBC_B	3695-10	ERR552820		S	S	S	 	 	 	S	 	 	 
MTBC_B	3696-10	ERR551993		S	S	S	 	 	 	S	 	 	 
MTBC_B	3699-10	ERR551840		S	S	S	 	 	 	S	 	 	 
MTBC_B	37-06	ERR553199		S	S	S	 	 	 	S	 	 	 
MTBC_B	3709-08	ERR551013		S	S	S	 	 	 	S	 	 	 
MTBC_B	3717-07	ERR551188		S	S	S	 	 	 	S	 	 	 
MTBC_B	3766-11	ERR550755		S	R	S	 	 	 	S	 	 	S
MTBC_B	377-09	ERR551434		S	S	S	 	 	 	S	 	 	 
MTBC_B	3796-11	ERR551849		S	S	S	 	 	 	S	 	 	 
MTBC_B	3798-11	ERR551463		S	S	S	 	 	 	S	 	 	 
MTBC_B	3800-05	ERR551974;ERR551973		R	R	R	 	S	S	R	 	 	S
MTBC_B	3806-05	ERR552322;ERR552321		R	R	R	 	R	R	R	 	 	S
MTBC_B	3811-05	ERR551360;ERR551361;ERR551362		R	R	R	 	S	S	R	 	 	S
MTBC_B	38-12	ERR550745		S	S	S	 	 	 	S	 	 	 
MTBC_B	3826-09	ERR552683		S	S	S	 	 	 	S	 	 	 
MTBC_B	3827-09	ERR551351		S	S	S	 	 	 	S	 	 	 
MTBC_B	3846-10	ERR551301		S	S	S	 	 	 	S	 	 	 
MTBC_B	3862-09	ERR550811		S	S	S	 	 	 	S	 	 	 
MTBC_B	3866-09	ERR551490		S	S	S	 	 	 	S	 	 	 
MTBC_B	3901-05	ERR550865		S	S	S	 	 	 	S	 	 	 
MTBC_B	3903-09	ERR552168		S	S	S	 	 	 	S	 	 	 
MTBC_B	3929-10	ERR552212		S	S	S	 	 	 	S	 	 	 
MTBC_B	3930-06	ERR551842		S	S	S	 	 	 	S	 	 	 
MTBC_B	3941-08	ERR551388		S	S	S	 	 	 	S	 	 	 
MTBC_B	3944-06	ERR552177		S	R	S	 	 	 	S	 	 	 
MTBC_B	3974-05	ERR552391		R	R	S	 	 	 	S	 	 	 
MTBC_B	3980-06	ERR553119		S	S	S	 	 	 	S	 	 	 
MTBC_B	3986-07	ERR551077		S	S	S	 	 	 	S	 	 	 
MTBC_B	3987-07	ERR550846		S	S	S	 	 	 	S	 	 	 
MTBC_B	4003-05	ERR551277		S	S	S	 	 	 	S	 	 	 
MTBC_B	4003-11	ERR551415		S	S	S	 	 	 	S	 	 	 
MTBC_B	4004-05	ERR551078		S	S	S	 	 	 	S	 	 	 
MTBC_B	4004-11	ERR552355		S	S	S	 	 	 	S	 	 	 
MTBC_B	4005-05	ERR551097		S	S	S	 	 	 	S	 	 	 
MTBC_B	4063-09	ERR552272		S	S	S	 	 	 	S	 	 	 
MTBC_B	4080-07	ERR551458		S	S	S	 	 	 	S	 	 	 
MTBC_B	4117-12	ERR552385		S	S	S	 	 	 	S	 	 	 
MTBC_B	4122-12	ERR550628		S	S	S	 	 	 	S	 	 	 
MTBC_B	4129-11	ERR553231		S	S	S	 	 	 	S	 	 	 
MTBC_B	4132-07	ERR552943		S	S	S	 	 	 	S	 	 	 
MTBC_B	4147-10	ERR550791		S	S	S	 	 	 	S	 	 	 
MTBC_B	4157-06	ERR553374		S	S	S	 	 	 	S	 	 	 
MTBC_B	418-08	ERR553158		S	S	S	 	 	 	S	 	 	 
MTBC_B	4203-06	ERR551441		S	S	S	 	 	 	S	 	 	 
MTBC_B	4215-06	ERR553239		S	S	S	 	 	 	S	 	 	 
MTBC_B	4220-07	ERR550921		S	S	S	 	 	 	S	 	 	 
MTBC_B	425-06	ERR552727		S	S	S	 	 	 	S	 	 	 
MTBC_B	4312-12	ERR551627		S	S	S	 	 	 	S	 	 	 
MTBC_B	4342-06	ERR550660		S	S	S	 	 	 	S	 	 	 
MTBC_B	4345-06	ERR552013		S	S	S	 	 	 	S	 	 	 
MTBC_B	4347-06	ERR551608		S	S	S	 	 	 	S	 	 	 
MTBC_B	4353-06	ERR551025		S	S	S	 	 	 	S	 	 	 
MTBC_B	4355-06	ERR551229		S	S	S	 	 	 	S	 	 	 
MTBC_B	4373-05	ERR551170		S	S	S	 	 	 	S	 	 	 
MTBC_B	4375-05	ERR551018		S	S	S	 	 	 	S	 	 	 
MTBC_B	4381-10	ERR551196		R	R	R	 	R	R	S	 	 	 
MTBC_B	4382-05	ERR551612		S	S	S	 	 	 	S	 	 	 
MTBC_B	4385-10	ERR550969		S	R	S	 	 	 	R	 	 	 
MTBC_B	4386-12	ERR552379		S	R	S	 	 	 	R	 	 	 
MTBC_B	4388-11	ERR551029		S	R	S	 	S	 	R	 	 	S
MTBC_B	4403-05	ERR550947;ERR550946		S	R	S	 	 	 	R	 	 	 
MTBC_B	4427-05	ERR552271		S	S	S	 	 	 	S	 	 	 
MTBC_B	444-09	ERR552477		S	S	S	 	 	 	S	 	 	 
MTBC_B	4456-05	ERR552828		S	S	S	 	 	 	S	 	 	 
MTBC_B	4458-11	ERR552706		S	S	S	 	 	 	S	 	 	 
MTBC_B	448-07	ERR552583		S	S	S	 	 	 	S	 	 	 
MTBC_B	4484-07	ERR551520		S	S	S	 	 	 	S	 	 	 
MTBC_B	4491-05	ERR552882;ERR552883		R	R	R	 	S	S	R	 	 	R
MTBC_B	4524-06	ERR551091		S	R	S	 	 	 	S	 	 	 
MTBC_B	4524-07	ERR553332		S	R	S	 	 	 	R	 	 	 
MTBC_B	4526-07	ERR552832		S	S	S	 	 	 	S	 	 	 
MTBC_B	4534-04	ERR551105;ERR551104		R	R	R	 	S	S	R	 	 	S
MTBC_B	4536-04	ERR551063;ERR551062		R	R	R	 	S	S	R	 	 	S
MTBC_B	4538-04	ERR550895;ERR550894		R	R	S	 	R	R	R	 	 	S
MTBC_B	4539-04	ERR552226;ERR552225		R	R	S	 	R	R	R	 	 	S
MTBC_B	4542-04	ERR550980;ERR550981		R	R	R	 	S	S	R	 	 	S
MTBC_B	4543-04	ERR551582;ERR551581		R	R	R	 	S	S	R	 	 	S
MTBC_B	4543-07	ERR550713		S	S	S	 	 	 	S	 	 	 
MTBC_B	4544-04	ERR550784;ERR550785		R	R	R	 	S	S	R	 	 	S
MTBC_B	4545-12	ERR551232		S	S	S	 	 	 	S	 	 	 
MTBC_B	4546-04	ERR553098;ERR553097		R	R	S	 	S	S	R	 	 	S
MTBC_B	4549-04	ERR551910;ERR551909		R	R	S	 	S	S	R	 	 	S
MTBC_B	4555-09	ERR552638		S	S	S	 	 	 	S	 	 	 
MTBC_B	4591-10	ERR550761		S	S	S	 	 	 	S	 	 	 
MTBC_B	4615-05	ERR551908		S	S	S	 	 	 	S	 	 	 
MTBC_B	4617-05	ERR550796		S	S	S	 	 	 	S	 	 	 
MTBC_B	4628-09	ERR552137		S	S	S	 	 	 	S	 	 	 
MTBC_B	4632-06	ERR552957		S	S	S	 	 	 	R	 	 	 
MTBC_B	4632-09	ERR551252		S	S	S	 	 	 	S	 	 	 
MTBC_B	4652-05	ERR550699		S	S	S	 	 	 	S	 	 	 
MTBC_B	4660-09	ERR552227		S	S	S	 	 	 	S	 	 	 
MTBC_B	4665-11	ERR552436		S	S	S	 	 	 	S	 	 	 
MTBC_B	4682-08	ERR552145		S	S	S	 	 	 	S	 	 	 
MTBC_B	4682-11	ERR550746		S	S	S	 	 	 	S	 	 	 
MTBC_B	4686-05	ERR551344		S	S	S	 	 	 	S	 	 	 
MTBC_B	4690-10	ERR552811		S	S	S	 	 	 	S	 	 	 
MTBC_B	4702-11	ERR553387		S	S	S	 	 	 	S	 	 	 
MTBC_B	4720-06	ERR551733		S	S	S	 	 	 	S	 	 	 
MTBC_B	4725-08	ERR551988		S	S	S	 	 	 	S	 	 	 
MTBC_B	4733-10	ERR551825		S	R	S	 	 	 	S	 	 	 
MTBC_B	4740-11	ERR551594		S	S	S	 	 	 	S	 	 	 
MTBC_B	475-09	ERR552464		S	S	S	 	 	 	S	 	 	 
MTBC_B	4751-12	ERR551030		S	R	S	 	 	 	R	 	 	 
MTBC_B	4757-09	ERR551968		S	S	S	 	 	 	S	 	 	 
MTBC_B	4766-08	ERR550747		S	S	S	 	 	 	S	 	 	 
MTBC_B	4790-09	ERR552861		S	S	S	 	 	 	S	 	 	 
MTBC_B	4794-07	ERR550935		S	S	S	 	 	 	S	 	 	 
MTBC_B	4814-12	ERR551047		S	S	S	 	 	 	S	 	 	 
MTBC_B	4825-07	ERR552892		S	S	S	 	 	 	S	 	 	 
MTBC_B	4833-12	ERR552758		S	S	S	 	 	 	S	 	 	 
MTBC_B	4842-09	ERR552945		S	S	S	 	 	 	S	 	 	 
MTBC_B	4851-12	ERR552378		S	S	S	 	 	 	S	 	 	 
MTBC_B	4856-08	ERR552263		S	S	S	 	 	 	S	 	 	 
MTBC_B	4858-08	ERR551784		S	S	S	 	 	 	S	 	 	 
MTBC_B	4859-08	ERR553088		S	S	S	 	 	 	S	 	 	 
MTBC_B	4863-08	ERR552923		S	R	S	 	 	 	R	 	 	 
MTBC_B	4871-11	ERR552880		S	S	S	 	 	 	S	 	 	 
MTBC_B	4872-11	ERR553150		S	S	S	 	 	 	S	 	 	 
MTBC_B	4890-09	ERR552264		S	S	S	 	 	 	S	 	 	 
MTBC_B	4898-12	ERR553120		S	R	S	 	 	 	R	 	 	 
MTBC_B	4903-07	ERR552055		S	S	S	 	 	 	S	 	 	 
MTBC_B	4904-07	ERR552988		S	S	S	 	 	 	S	 	 	 
MTBC_B	4911-10	ERR551275		S	S	S	 	 	 	S	 	 	 
MTBC_B	4932-05	ERR551886		S	S	S	 	 	 	S	 	 	 
MTBC_B	4949-06	ERR552543		S	S	S	 	 	 	S	 	 	 
MTBC_B	4951-06	ERR552382		S	S	S	 	 	 	S	 	 	 
MTBC_B	4986-11	ERR552703		S	S	S	 	 	 	S	 	 	 
MTBC_B	4989-09	ERR550839		S	S	S	 	 	 	S	 	 	 
MTBC_B	4995-12	ERR553077		S	S	S	 	 	 	S	 	 	 
MTBC_B	4997-12	ERR553227		S	S	S	 	 	 	S	 	 	 
MTBC_B	5016-05	ERR551661		S	S	S	 	 	 	S	 	 	 
MTBC_B	5017-10	ERR553203		S	R	S	 	 	 	R	 	 	 
MTBC_B	5028-08	ERR552146		S	S	S	 	 	 	S	 	 	 
MTBC_B	503-09	ERR552128		S	S	S	 	 	 	S	 	 	 
MTBC_B	5052-11	ERR551286		S	S	S	 	 	 	S	 	 	 
MTBC_B	5054-08	ERR553003		S	S	S	 	 	 	S	 	 	 
MTBC_B	5055-05	ERR553033		S	S	S	 	 	 	R	 	 	 
MTBC_B	5064-05	ERR553310		S	S	S	 	 	 	S	 	 	 
MTBC_B	5065-05	ERR551774		S	S	S	 	 	 	S	 	 	 
MTBC_B	5072-05	ERR553005		S	S	S	 	 	 	S	 	 	 
MTBC_B	5073-05	ERR552394		S	S	S	 	 	 	S	 	 	 
MTBC_B	5078-08	ERR551614		S	S	S	 	 	 	S	 	 	 
MTBC_B	5141-06	ERR550632		S	S	S	 	 	 	S	 	 	 
MTBC_B	5178-12	ERR552316		S	S	S	 	 	 	S	 	 	 
MTBC_B	52-05	ERR552278		S	S	S	 	 	 	S	 	 	 
MTBC_B	5217-09	ERR552547		S	S	S	 	 	 	S	 	 	 
MTBC_B	5218-09	ERR551395		S	S	S	 	 	 	S	 	 	 
MTBC_B	5233-09	ERR552862		S	S	S	 	 	 	S	 	 	 
MTBC_B	5247-12	ERR551679		S	S	S	 	 	 	S	 	 	 
MTBC_B	5249-07	ERR552512		S	S	S	 	 	 	S	 	 	 
MTBC_B	5250-12	ERR551160		S	S	S	 	 	 	S	 	 	 
MTBC_B	5252-12	ERR551120		S	S	S	 	 	 	S	 	 	 
MTBC_B	5276-11	ERR551382		S	S	S	 	 	 	S	 	 	 
MTBC_B	5277-08	ERR552381		S	S	S	 	 	 	S	 	 	 
MTBC_B	5281-08	ERR550629		S	S	S	 	 	 	S	 	 	 
MTBC_B	5291-06	ERR552857		S	S	S	 	 	 	S	 	 	 
MTBC_B	5310-05	ERR553283		S	S	S	 	 	 	S	 	 	 
MTBC_B	5310-11	ERR552721		S	S	S	 	 	 	S	 	 	 
MTBC_B	5311-05	ERR550661		S	S	S	 	 	 	S	 	 	 
MTBC_B	5313-05	ERR552749		S	S	S	 	 	 	S	 	 	 
MTBC_B	5318-09	ERR551607		S	S	S	 	 	 	S	 	 	 
MTBC_B	5325-09	ERR552235		S	S	S	 	 	 	S	 	 	 
MTBC_B	5331-05	ERR552912		S	S	S	 	 	 	S	 	 	 
MTBC_B	5332-05	ERR551459		S	S	S	 	 	 	S	 	 	 
MTBC_B	5357-07	ERR553069		S	S	S	 	 	 	S	 	 	 
MTBC_B	538-10	ERR551497		S	S	S	 	 	 	S	 	 	 
MTBC_B	5381-12	ERR551718		S	S	S	 	 	 	S	 	 	 
MTBC_B	539-10	ERR551026		S	S	S	 	 	 	S	 	 	 
MTBC_B	5396-06	ERR551606		S	S	S	 	 	 	S	 	 	 
MTBC_B	54-02	ERR551776;ERR551775;ERR551777		R	R	R	 	 	 	R	 	 	 
MTBC_B	5414-12	ERR551646		S	S	S	 	 	 	S	 	 	 
MTBC_B	5426-09	ERR553089		S	S	S	 	 	 	S	 	 	 
MTBC_B	5489-06	ERR552460		S	S	S	 	 	 	S	 	 	 
MTBC_B	5494-07	ERR552096		S	S	S	 	 	 	S	 	 	 
MTBC_B	5496-11	ERR553155		S	S	S	 	 	 	S	 	 	 
MTBC_B	5514-05	ERR551125		S	S	S	 	 	 	S	 	 	 
MTBC_B	5530-11	ERR551183		S	S	S	 	 	 	S	 	 	 
MTBC_B	5536-05	ERR552624		S	S	S	 	 	 	S	 	 	 
MTBC_B	5568-12	ERR553294		S	S	S	 	 	 	S	 	 	 
MTBC_B	5573-01	ERR551828;ERR551829		R	R	S	 	 	 	R	 	 	 
MTBC_B	5574-01	ERR551750;ERR551749;ERR551748		R	R	S	 	 	 	R	 	 	 
MTBC_B	5599-07	ERR551670		S	R	S	 	 	 	S	 	 	 
MTBC_B	5602-05	ERR553039		S	S	S	 	 	 	S	 	 	 
MTBC_B	5603-05	ERR552020		S	R	S	 	 	 	S	 	 	 
MTBC_B	5607-06	ERR552717		S	S	S	 	 	 	S	 	 	 
MTBC_B	5608-06	ERR553090		S	S	S	 	 	 	S	 	 	 
MTBC_B	5608-12	ERR551573		S	S	S	 	 	 	S	 	 	 
MTBC_B	5620-06	ERR553254		S	S	S	 	 	 	S	 	 	 
MTBC_B	564-08	ERR550795		S	S	S	 	 	 	S	 	 	 
MTBC_B	5647-09	ERR552025		S	S	S	 	 	 	S	 	 	 
MTBC_B	5661-08	ERR551752		S	S	S	 	 	 	S	 	 	 
MTBC_B	5696-05	ERR552645;ERR552646		R	R	S	 	S	S	R	 	 	S
MTBC_B	5713-06	ERR550978		S	R	S	 	 	 	R	 	 	 
MTBC_B	5720-09	ERR553373		S	S	S	 	 	 	S	 	 	 
MTBC_B	5741-08	ERR550711		S	S	S	 	 	 	S	 	 	 
MTBC_B	5746-05	ERR552688		S	S	S	 	 	 	S	 	 	 
MTBC_B	5751-05	ERR552914		S	R	S	 	 	 	R	 	 	 
MTBC_B	5768-06	ERR552057		S	S	S	 	 	 	S	 	 	 
MTBC_B	5806-05	ERR550774		S	S	S	 	 	 	S	 	 	 
MTBC_B	5812-10	ERR552018		S	S	S	 	 	 	S	 	 	 
MTBC_B	5828-05	ERR552461		S	S	S	 	 	 	S	 	 	 
MTBC_B	5829-05	ERR551481		S	S	S	 	 	 	S	 	 	 
MTBC_B	5865-11	ERR551672		S	S	S	 	 	 	S	 	 	 
MTBC_B	5888-06	ERR550944		S	S	S	 	 	 	S	 	 	 
MTBC_B	5917-06	ERR552359		S	S	S	 	 	 	S	 	 	 
MTBC_B	5918-09	ERR551274		S	S	S	 	 	 	S	 	 	 
MTBC_B	5927-06	ERR552788		S	R	S	 	 	 	S	 	 	 
MTBC_B	593-06	ERR552154		S	S	S	 	 	 	S	 	 	 
MTBC_B	596-09	ERR553256		S	S	S	 	 	 	S	 	 	 
MTBC_B	5976-05	ERR553078		S	S	S	 	 	 	S	 	 	 
MTBC_B	5977-05	ERR553223		S	S	S	 	 	 	S	 	 	 
MTBC_B	5978-05	ERR551396		S	S	S	 	 	 	S	 	 	 
MTBC_B	5982-12	ERR551098		S	S	S	 	 	 	S	 	 	 
MTBC_B	5984-05	ERR551487		S	S	S	 	 	 	S	 	 	 
MTBC_B	6010-12	ERR551712		S	S	S	 	 	 	S	 	 	 
MTBC_B	6028-10	ERR553266		S	S	S	 	 	 	S	 	 	 
MTBC_B	6029-10	ERR551813		S	R	S	 	 	 	R	 	 	 
MTBC_B	6055-10	ERR551720		S	S	S	 	 	 	S	 	 	 
MTBC_B	6060-11	ERR551272		S	S	S	 	 	 	R	 	 	 
MTBC_B	6085-06	ERR552544		S	S	S	 	 	 	S	 	 	 
MTBC_B	6103-11	ERR551322		S	S	S	 	 	 	S	 	 	 
MTBC_B	6128-11	ERR551096		S	S	S	 	 	 	S	 	 	 
MTBC_B	6140-05	ERR551157		S	S	S	 	 	 	S	 	 	 
MTBC_B	6170-08	ERR552587		S	S	S	 	 	 	S	 	 	 
MTBC_B	62-10	ERR550696		S	S	S	 	 	 	S	 	 	 
MTBC_B	6213-09	ERR552850		S	S	S	 	 	 	S	 	 	 
MTBC_B	6213-12	ERR553392		S	S	S	 	 	 	S	 	 	 
MTBC_B	6225-11	ERR551754		S	S	S	 	 	 	S	 	 	 
MTBC_B	6232-04	ERR551959;ERR551960		R	R	S	 	S	S	R	 	 	S
MTBC_B	6236-04	ERR551948;ERR551949		R	R	R	 	S	S	R	 	 	S
MTBC_B	6243-06	ERR552704		S	S	S	 	 	 	R	 	 	 
MTBC_B	6243-12	ERR552294		S	S	S	 	 	 	S	 	 	 
MTBC_B	6244-06	ERR552730		S	S	S	 	 	 	S	 	 	 
MTBC_B	6249-11	ERR551579		S	S	S	 	 	 	S	 	 	 
MTBC_B	6273-09	ERR551390		S	S	S	 	 	 	S	 	 	 
MTBC_B	6282-06	ERR551901		S	S	S	 	 	 	S	 	 	 
MTBC_B	629-09	ERR551655		S	S	S	 	 	 	S	 	 	 
MTBC_B	629-12	ERR552980		S	S	S	 	 	 	S	 	 	 
MTBC_B	6321-01	ERR551495;ERR551496		R	R	R	 	 	 	R	 	 	 
MTBC_B	6323-01	ERR552042;ERR552041		R	R	R	 	 	 	R	 	 	 
MTBC_B	6335-05	ERR553051;ERR553050		R	R	R	 	R	R	R	 	 	S
MTBC_B	6337-05	ERR552791;ERR552790		R	R	R	 	S	S	R	 	 	S
MTBC_B	6339-05	ERR551121		R	R	R	 	S	S	R	 	 	S
MTBC_B	6355-05	ERR552300		S	S	S	 	 	 	S	 	 	 
MTBC_B	6356-05	ERR551084		S	S	S	 	 	 	S	 	 	 
MTBC_B	636-06	ERR551303		S	S	S	 	 	 	S	 	 	 
MTBC_B	6372-05	ERR552043		S	S	S	 	 	 	S	 	 	 
MTBC_B	6385-11	ERR552737		S	S	S	 	 	 	S	 	 	 
MTBC_B	640-11	ERR551883		S	S	S	 	 	 	S	 	 	 
MTBC_B	6424-10	ERR551574		S	S	S	 	 	 	S	 	 	 
MTBC_B	6440-05	ERR553362		S	S	S	 	 	 	S	 	 	 
MTBC_B	6451-10	ERR551186		S	S	S	 	 	 	S	 	 	 
MTBC_B	6456-07	ERR552858		S	R	S	 	 	 	S	 	 	 
MTBC_B	6458-10	ERR551541		S	S	S	 	 	 	S	 	 	 
