"Supplementary Data 9. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Amoxicillin
MTBC_B	9528-08	ERR552476		S	S	S	 	 	 	S	 	 	 
MTBC_B	9538-11	ERR553102		S	S	S	 	 	 	S	 	 	 
MTBC_B	9546-01	ERR552298;ERR552297		R	R	S	 	 	 	R	 	 	 
MTBC_B	9549-01	ERR552741;ERR552740		R	R	R	 	 	 	R	 	 	 
MTBC_B	9553-01	ERR552112;ERR552111		R	R	R	 	 	 	R	 	 	 
MTBC_B	9556-08	ERR551992		S	S	S	 	 	 	S	 	 	 
MTBC_B	9559-01	ERR552390;ERR552389		R	R	R	 	 	 	R	 	 	 
MTBC_B	9560-01	ERR552955;ERR552956		R	R	R	 	 	 	R	 	 	 
MTBC_B	9580-10	ERR553311		S	S	S	 	 	 	S	 	 	 
MTBC_B	9589-07	ERR550910		S	S	S	 	 	 	S	 	 	 
MTBC_B	9598-07	ERR552203		S	S	S	 	 	 	S	 	 	 
MTBC_B	9604-08	ERR552524		S	S	S	 	 	 	S	 	 	 
MTBC_B	961-07	ERR552995		S	S	S	 	 	 	S	 	 	 
MTBC_B	9670-11	ERR551042		S	S	S	 	 	 	S	 	 	 
MTBC_B	9675-11	ERR553070											
MTBC_B	9677-10	ERR553193		S	S	S	 	 	 	S	 	 	 
MTBC_B	9679-07	ERR552388		S	S	S	 	 	 	S	 	 	 
MTBC_B	9681-11	ERR552270		S	S	S	 	 	 	S	 	 	 
MTBC_B	9688-04	ERR551220;ERR551221		R	R	R	 	R	R	R	 	 	S
MTBC_B	9689-04	ERR553246;ERR553247		R	R	S	 	S	S	R	 	 	S
MTBC_B	9690-04	ERR551142;ERR551141		R	R	S	 	S	S	R	 	 	S
MTBC_B	9691-04	ERR551592;ERR551591		R	R	R	 	S	S	R	 	 	S
MTBC_B	9694-04	ERR551515;ERR551514;ERR551516		R	R	S	 	S	S	R	 	 	S
MTBC_B	9700-04	ERR552580		R	R	S	 	S	S	R	 	 	S
MTBC_B	9702-04	ERR550809;ERR550808		R	R	R	 	R	R	R	 	 	S
MTBC_B	9703-04	ERR551634;ERR551635		R	R	S	 	S	S	R	 	 	S
MTBC_B	9707-12	ERR550956		S	S	S	 	 	 	R	 	 	 
MTBC_B	9708-05	ERR552810		S	S	S	 	 	 	S	 	 	 
MTBC_B	9716-11	ERR551559		S	S	S	 	 	 	S	 	 	 
MTBC_B	9750-07	ERR551127		S	S	S	 	 	 	S	 	 	 
MTBC_B	9755-11	ERR550717		S	S	S	 	 	 	S	 	 	 
MTBC_B	9798-07	ERR552860		S	S	S	 	 	 	S	 	 	 
MTBC_B	9825-01	ERR551603;ERR551604		R	R	R	 	 	 	R	 	 	 
MTBC_B	9827-08	ERR551365		S	S	S	 	 	 	S	 	 	 
MTBC_B	9828-01	ERR552102;ERR552101		R	R	R	 	 	 	R	 	 	 
MTBC_B	9829-08	ERR551293		S	R	S	 	 	 	S	 	 	 
MTBC_B	9840-06	ERR551889		S	S	S	 	 	 	S	 	 	 
MTBC_B	984-08	ERR553308		S	S	S	 	 	 	S	 	 	 
MTBC_B	9870-09	ERR553339		S	S	S	 	 	 	S	 	 	 
MTBC_B	987-07	ERR553113		S	R	S	 	 	 	S	 	 	 
MTBC_B	987-08	ERR552584		S	S	S	 	 	 	S	 	 	 
MTBC_B	9893-07	ERR551954		S	S	S	 	 	 	S	 	 	 
MTBC_B	9894-10	ERR551224		S	S	S	 	 	 	S	 	 	 
MTBC_B	9921-09	ERR553388		S	S	S	 	 	 	S	 	 	 
MTBC_B	9921-12	ERR553249		S	S	S	 	 	 	S	 	 	 
MTBC_B	9952-07	ERR552202		S	S	S	 	 	 	S	 	 	 
MTBC_B	9961-11	ERR552351											
MTBC_B	9965-07	ERR552110		S	S	S	 	 	 	S	 	 	 
MTBC_B	9966-05	ERR551290		R	R	R	 	S	S	R	 	 	S
MTBC_B	997-10	ERR552419		S	S	S	 	 	 	R	 	 	 
MTBC_B	9972-05	ERR552441		R	R	R	 	S	S	R	 	 	S
MTBC_B	9973-05	ERR550812		R	R	R	 	S	S	R	 	 	S
MTBC_B	9974-05	ERR551701		R	R	R	 	S	S	R	 	 	S
MTBC_B	9975-05	ERR552933		R	R	R	 	R	R	R	 	 	S
MTBC_B	9976-05	ERR552937		R	R	R	 	R	R	R	 	 	S
MTBC_B	9977-05	ERR552517		R	R	R	 	S	S	R	 	 	S
MTBC_B	9978-05	ERR551611;ERR551610		R	R	R	 	S	S	R	 	 	S
MTBC_B	9979-05	ERR552774		R	R	S	 	R	R	R	 	 	S
MTBC_B	9980-05	ERR551145		R	R	R	 	S	S	R	 	 	S
MTBC_B	998-05	ERR553333		S	S	S	 	 	 	S	 	 	 
MTBC_B	9982-05	ERR551430		R	R	R	 	S	S	R	 	 	S
MTBC_B	999-12	ERR552483		S	S	S	 	 	 	S	 	 	 
MTBC_B	EI00643414-S8	SRR2101279		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00020880-S26	SRR2101300		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00020969-S32	SRR2101301		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00079308-S20	SRR2101302		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00079383-S27	SRR2101303		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00079388-S23	SRR2101304		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00091665-S7	SRR2101305		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00091750-S10	SRR2101306		S	R	S	S	S	S	S	 	S	S
MTBC_B	IF00091761-S29	SRR2101307		R	R	S	S	S	S	R	 	S	S
MTBC_B	IF00112193-S1	SRR2101308		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00129143-S32	SRR2101309		S	R	S	 	S	S	S	 	S	S
MTBC_B	IF00133942-S34	SRR2101310		S	S	S	S	S	S	S	 	S	S
MTBC_B	IF00133966-S10	SRR2101311		S	R	S	S	S	S	S	 	S	S
MTBC_B	IF00140841-S30	SRR2101312		S	R	S	S	S	S	S	 	S	S
MTBC_B	IK00109200-S24	SRR2101313		S	S	S	S	S	S	S	 	S	S
MTBC_B	IK00109221-S12	SRR2101314		S	S	S	S	S	S	S	 	S	S
MTBC_B	IK00117937-S5	SRR2101315		S	S	S	S	S	S	S	 	S	S
MTBC_B	IK00170295-S8	SRR2101316		S	R	S	S	R	R	S	 	R	R
MTBC_B	JC00167711-S2	SRR2101317		S	S	S	S	S	S	S	 	S	S
MTBC_B	JC00167713-S9	SRR2101318		S	S	S	S	S	S	S	 	S	S
MTBC_B	JC00167714-S1	SRR2101319		S	S	S	S	S	S	S	 	S	S
MTBC_B	LA00001073-S2	SRR2101322		S	S	S	S	S	S	S	 	S	S
MTBC_B	MG00235575-S17	SRR2101330		S	S	S	S	S	S	S	 	S	S
MTBC_B	MG00255827-S9	SRR2101331		S	S	S	S	S	S	S	 	S	S
MTBC_B	MG00279768-S21	SRR2101332		S	S	S	S	S	S	S	 	S	S
MTBC_B	MG00304956-S25	SRR2101333		S	S	S	S	S	S	S	 	S	S
MTBC_B	OR00050580-S5	SRR2101334		S	S	S	S	S	S	S	 	S	S
MTBC_B	PK00487346-S13	SRR2101335		S	S	S	S	S	S	S	 	S	S
MTBC_B	PK00499135-S21	SRR2101336		S	S	S	S	S	S	S	 	S	S
MTBC_B	PS00227738-S22	SRR2101337		S	S	S	S	S	S	S	 	S	S
MTBC_B	PS00229629-S23	SRR2101338		S	S	S	S	S	S	S	 	S	S
MTBC_B	PS00245642-S10	SRR2101339		S	S	S	S	S	S	S	 	S	S
MTBC_B	RG00148290-S22	SRR2101340		S	S	S	S	S	S	S	 	S	S
MTBC_B	RG00149801-S4	SRR2101341		S	S	S	S	S	S	S	 	S	S
MTBC_B	RG00151067-S2	SRR2101342		S	R	S	S	S	S	S	 	S	S
MTBC_B	RG00152541-S19	SRR2101343		S	S	S	S	S	S	S	 	S	S
MTBC_B	RG00153143-S11	SRR2101344		R	R	S	R	R	R	R	 	R	R
MTBC_B	TRL0015859-S14	SRR2101352		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0015867-S26	SRR2101353		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0015869-S1	SRR2101354		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0015960	SRR2101355		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016066-S14	SRR2101356		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016080-S31	SRR2101357		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016087-S13	SRR2101358		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016098-S12	SRR2101359		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016123	SRR2101360		R	R	R	S	S	S	R	 	S	S
MTBC_B	TRL0016130-S22	SRR2101361		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016174-S10	SRR2101362		S	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0016178-S14	SRR2101363		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016199-S3	SRR2101364		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016214-S1	SRR2101365		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016219-S20	SRR2101366		R	S	R	S	S	S	S	 	S	S
MTBC_B	TRL0016252-S12	SRR2101367		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016256-S4	SRR2101368		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0016271-S12	SRR2101369		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016301-S13	SRR2101370		S	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0016312-S1	SRR2101371		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016321-S19	SRR2101372		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016331-S16	SRR2101373		R	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0016341-S13	SRR2101374		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016353-S19	SRR2101375		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016408	SRR2101376		S	S	S	 	 	 	 	 	S	S
MTBC_B	TRL0016409-S27	SRR2101377		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016449	SRR2101378		 	S	S	 	 	 	 	 	S	S
MTBC_B	TRL0016474	SRR2101379		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016497-S2	SRR2101380		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016503-S2	SRR2101381		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016512-S10	SRR2101382		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016521	SRR2101383		 	S	S	 	 	 	S	 	S	S
MTBC_B	TRL0016541	SRR2101384		R	R	R	S	S	S	R	 	R	R
MTBC_B	TRL0016549-S15	SRR2101385		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016580	SRR2101386		 	S	S	 	 	 	 	 	S	S
MTBC_B	TRL0016616-S26	SRR2101387		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016622-S29	SRR2101388		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016629	SRR2101389		S	S	S	 	 	 	 	 	S	S
MTBC_B	TRL0016694	SRR2101390		 	S	S	 	 	 	 	 	S	S
MTBC_B	TRL0016704-S3	SRR2101391		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016724-S3	SRR2101392		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0016742-S47	SRR2101393		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016761-S17	SRR2101394		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016762	SRR2101395		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016801-S20	SRR2101396		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016813-S17	SRR2101397		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016814-S44	SRR2101398		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0016882-S9	SRR2101399		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017022-S1	SRR2101400		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017025-S11	SRR2101401		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017134-S11	SRR2101402		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017152	SAMN03648650		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017228-S7	SRR2101404		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017317-S4	SRR2101406		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017365	SRR2101407		S	S	S	 	 	 	S	 	S	S
MTBC_B	TRL0017519-S6	SRR2101408		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017575	SRR2101409		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017697-S18	SRR2101410		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017721	SRR2101411		 	S	S	 	 	 	S	 	S	S
MTBC_B	TRL0017740	SRR2101412		 	R	S	 	 	 	S	 	S	S
MTBC_B	TRL0017757	SRR2101413		 	S	S	 	 	 	S	 	S	S
MTBC_B	TRL0017766-S27	SRR2101414		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0017768-S8	SRR2101415		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0018039	SRR2101417		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018072-S18	SRR2101418		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018089-S9	SRR2101419		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018169	SRR2101420		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018178-S9	SRR2101421		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018220-S2	SRR2101422		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018266-S19	SRR2101423		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018311	SRR2101424		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018352-S3	SRR2101425		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018360	SRR2101426		 	S	S	S	S	S	S	 	S	R
MTBC_B	TRL0018368-S11	SRR2101427		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018403-S8	SRR2101428		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018441-S3	SRR2101429		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018485-S17	SRR2101431		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018488-S5	SRR2101432		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018583-S31	SRR2101433		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018632-S1	SRR2101434		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018664-S13	SRR2101435		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018722-S6	SRR2101436		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018733-S5	SRR2101437		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018800-S4	SRR2101439		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018813-S15	SRR2101441		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018872-S1	SRR2101442		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0018958-S9	SRR2101444		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019058-S6	SRR2101445		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019063-S15	SRR2101446		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019074-S4	SRR2101447		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019143-S29	SRR2101448		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019195-S16	SRR2101449		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019282-S7	SRR2101450		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019284	SRR2101451		S	S	S	S	 	 	S	 	S	S
MTBC_B	TRL0019292	SRR2101452		 	S	S	 	 	 	S	 	S	S
MTBC_B	TRL0019680-S8	SRR2101453		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019899	SRR2101454		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0019955-S17	SRR2101455		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0019973-S18	SRR2101456		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0020341-S24	SRR2101457		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0020344-S21	SRR2101458		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0020517	SRR2101459		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0020863-S23	SRR2101460		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0020966-S27	SRR2101461		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021012-S4	SRR2101463		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021250-S11	SRR2101464		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021300-S41	SRR2101465		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021378-S12	SRR2101466		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021395-S24	SRR2101467		S	R	R	S	S	S	R	 	S	S
MTBC_B	TRL0021417-S36	SRR2101468		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021420-S12	SRR2101469		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0021714	SRR2101470		R	R	S	S	 	 	R	 	S	S
MTBC_B	TRL0021763-S20	SRR2101471		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021821-S7	SRR2101472		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021881	SRR2101473		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0021931-S27	SRR2101474		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022004-S8	SRR2101475		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022006-S1	SRR2101476		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022009-S37	SRR2101477		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022047-S10	SRR2101478		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022053-S14	SRR2101479		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022536-S28	SRR2101480		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022661-S9	SRR2101481		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0022753-S10	SRR2101482		R	R	R	S	S	S	R	 	S	S
MTBC_B	TRL0023175-S6	SRR2101483		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0023419-S3	SRR2101484		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0023423-S10	SRR2101485		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0023615-S4	SRR2101486		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0023638-S6	SRR2101487		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024083-S12	SRR2101488		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024177-S29	SRR2101489		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024182-S13	SRR2101490		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024245-S21	SRR2101491		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024281	SRR2101492		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024361-S18	SRR2101493		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0024390-S24	SRR2101494		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024410-S8	SRR2101495		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024506-S9	SRR2101496		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024745-S19	SRR2101497		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024874-S16	SRR2101498		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0024875	SRR2101499		 	S	S	 	 	 	 	 	S	S
MTBC_B	TRL0025007-S5	SRR2101500		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0025285-S11	SRR2101501		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0025403-S30	SRR2101502		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0025475-S12	SRR2101503		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0025476-S16	SRR2101504		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0025711-S14	SRR2101505		R	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0025873-S14	SRR2101507		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0025996-S9	SRR2101508		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0026167-S15	SRR2101509		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0026204-S13	SRR2101510		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0026310-S4	SRR2101511		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0026425-S47	SRR2101512		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0026428-S16	SRR2101513		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0026608-S23	SRR2101515		S	S	S	S	R	S	S	 	S	S
MTBC_B	TRL0026655-S14	SRR2101516		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0026860-S24	SRR2101517		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0027342-S8	SRR2101518		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0027390-S21	SRR2101519		S	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0027392-S5	SRR2101520		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0027440-S12	SRR2101521		S	S	S	S	R	S	S	 	S	S
MTBC_B	TRL0027505-S18	SRR2101522		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0027509-S21	SRR2101523		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0027521-S18	SRR2101524		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0028246-S7	SRR2101525		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0028320-S45	SRR2101526		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0028391-S16	SRR2101527		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0028744-S13	SRR2101528		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0028810-S9	SRR2101529		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0028961-S18	SRR2101530		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0029067-S40	SRR2101531		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0029138-S10	SRR2101532		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0029147-S19	SRR2101533		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0029432-S45	SRR2101534		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0029435	SRR2101535		 	S	S	 	 	 	S	 	S	S
MTBC_B	TRL0029777-S19	SRR2101537		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0029793-S20	SRR2101538		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0029796-S8	SRR2101539		S	R	R	S	R	S	R	 	S	S
MTBC_B	TRL0029808-S8	SRR2101540		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0029924-S17	SRR2101541		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0029926-S2	SRR2101542		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030368-S15	SRR2101544		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030380-S14	SRR2101545		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030430-S9	SRR2101547		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030872-S11	SRR2101548		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030958-S27	SRR2101550		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030979-S43	SRR2101552		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030988-S20	SRR2101553		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0030991-S7	SRR2101554		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0031029-S19	SRR2101555		R	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0031114-S17	SRR2101556		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0031240-S32	SRR2101557		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0031434-S22	SRR2101559		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0031475-S9	SRR2101560		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0031487-S32	SRR2101561		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0031813-S6	SRR2101562		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0033281	SRR2101563		 	S	S	 	 	 	S	 	S	S
MTBC_B	TRL0035150-S17	SRR2101565		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0035583-S28	SRR2101567		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0035631-S15	SRR2101568		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0035890-S42	SRR2101569		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0035923-S9	SRR2101570		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0036335-S14	SRR2101571		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0036568-S5	SRR2101572		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0036775-S15	SRR2101574		R	R	R	S	S	S	R	 	R	R
MTBC_B	TRL0036776-S20	SRR2101575		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0036924-S16	SRR2101576		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0036926-S26	SRR2101577		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0036930-S8	SRR2101578		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0036942-S24	SRR2101579		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0037193-S22	SRR2101581		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0037206	SRR2101582		S	S	S	 	 	 	R	 	S	S
MTBC_B	TRL0037347-S24	SRR2101583		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0037386-S2	SRR2101584		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0037387-S20	SRR2101585		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0037467	SRR2101586		 	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0037564	SRR2101587		 	S	S	S	 	 	S	 	S	S
MTBC_B	TRL0037652-S18	SRR2101588		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0038177-S6	SRR2101590		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0038310-S24	SRR2101591		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0038707-S30	SRR2101592		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0038862-S25	SRR2101593		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0039158-S21	SRR2101594		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0039162-S20	SRR2101595		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0039430-S3	SRR2101596		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0039576-S17	SRR2101597		R	R	R	S	S	S	R	 	S	S
