"Supplementary Data 7. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin
MTBC_A2	C00014600	SRR2100792	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014603	SRR2100795	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014605	SRR2100797	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014604	SRR2100796	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014606	SRR2100798	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016605	SRR2101087	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013077	SRR2100661	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013076	SRR2100660	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013073	SRR2100658	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013071	SRR2100657	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013070	SRR2100656	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013079	SRR2100663	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013078	SRR2100662	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007308	SRR2100114	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007300	SRR2100108	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00007301	SRR2100109	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007302	SRR2100141	tuberculosis		S	S							
MTBC_A2	C00007303	SRR2100110	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007304	SRR2100111	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007307	SRR2100113	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017986	SRR2101251	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005454	ERR046919	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005455	ERR046920	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005452	ERR046917	tuberculosis	R	R	R	 	S	S	S	 	 	 
MTBC_A2	C00005453	ERR046918	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005450	ERR046915	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005451	ERR046916	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005458	ERR046923	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005459	ERR046924	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015017	SRR2101053	tuberculosis	R	R	 	 	 	 	 	S	 	 
MTBC_A2	C00015016	SRR2101052	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005493	ERR046958	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008856	SRR2100311	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015013	SRR2101049	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015012	SRR2101048	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015011	SRR2101047	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015010	SRR2101046	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014942	SRR2100991	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014940	SRR2100989	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014941	SRR2100990	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014947	SRR2100996	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00014944	SRR2100993	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014948	SRR2100997	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00014949	SRR2100998	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015018	SRR2101054	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015021	SRR2101055	tuberculosis	R	R	R	R	S	S	 	S	S	S
MTBC_A2	C00018011	SRR2101276	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00009104	SRR2100396	tuberculosis	S	B	S	 	 	 	 	S	 	 
MTBC_A2	C00005329	ERR046794	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005326	ERR046791	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005327	ERR046792	tuberculosis	S	S	R	 	 	 	 	R	 	 
MTBC_A2	C00005321	ERR046786	tuberculosis	S	R	S	 	 	 	 	R	 	 
MTBC_A2	C00005323	ERR046788	tuberculosis	S	R	S	 	 	 	 	 	 	 
MTBC_A2	C00017947	SRR2101213	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017946	SRR2101212	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017945	SRR2101211	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017944	SRR2101210	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017943	SRR2101209	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017942	SRR2101208	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014548	SRR2100749	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014549	SRR2100750	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014547	SRR2100748	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014544	SRR2100745	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014542	SRR2100743	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014543	SRR2100744	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014541	SRR2100742	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014766	SRR2100849	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014767	SRR2100850	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014765	SRR2100848	tuberculosis	R	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014760	SRR2100845	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014768	SRR2100851	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014769	SRR2100852	tuberculosis	S	R	S	 	 	 	 	 	 	 
MTBC_A2	C00016944	SRR2101183	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016940	SRR2101179	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012964	SRR2100555	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00016942	SRR2101181	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012965	SRR2100556	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012968	SRR2100559	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012969	SRR2100560	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014618	SRR2100808	tuberculosis	S	S	S	S	S	S	 	 	S	S
MTBC_A2	C00014619	SRR2100809	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014612	SRR2100804	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00014613	SRR2469371	tuberculosis	S	S	S							
MTBC_A2	C00014610	SRR2100802	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014616	SRR2100806	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014617	SRR2100807	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00014614	SRR2100805	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013068	SRR2100654	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013060	SRR2100646	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013061	SRR2100647	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013062	SRR2100648	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013063	SRR2100649	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013064	SRR2100650	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013066	SRR2100652	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013067	SRR2100653	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016882	SRR2101121	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007570	SRR2100147	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005299	ERR046764	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005469	SRR2469377	tuberculosis	S	S	S							
MTBC_A2	C00005463	ERR046928	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005461	ERR046926	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005460	ERR046925	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005466	SRR2100093	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005465	ERR046930	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005464	ERR046929	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005292	SRR2100073	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005293	ERR046758	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005296	ERR046761	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005297	ERR046762	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014977	SRR2101023	tuberculosis	R	R	S	S	S	S	 	R	R	R
MTBC_A2	C00014976	SRR2101022	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014974	SRR2101021	tuberculosis	R	R	S	 	 	 	 	 	 	 
MTBC_A2	C00014971	SRR2101019	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012896	SRR2100493	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014926	SRR2100975	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014920	SRR2100969	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008793	SRR2100251	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00017958	SRR2101224	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017959	SRR2101225	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017950	SRR2101216	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017951	SRR2101217	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017952	SRR2101218	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017953	SRR2101219	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017955	SRR2101221	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017957	SRR2101223	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014572	SRR2100770	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014570	SRR2100768	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014574	SRR2100772	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014579	SRR2100774	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014753	SRR2100842	tuberculosis	R	R	S	S	S	S	 	S	S	S
MTBC_A2	C00014752	SRR2100841	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014751	SRR2100840	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014750	SRR2100839	tuberculosis	R	S	S	S	S	S	 	 	S	S
MTBC_A2	C00014754	SRR2100843	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014599	SRR2100791	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014598	SRR2100790	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014590	SRR2100784	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014593	SRR2100786	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014592	SRR2100785	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014594	SRR2100787	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014597	SRR2100789	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014596	SRR2100788	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005267	ERR046732	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005269	ERR046734	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005268	ERR046733	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014629	SRR2100817	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014628	SRR2100816	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014627	SRR2100815	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014626	SRR2469380	tuberculosis	S	R	S					S		
MTBC_A2	C00014622	SRR2100812	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014621	SRR2100811	tuberculosis	S	S	S	 	 	 	S	 	S	S
MTBC_A2	C00014620	SRR2100810	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016849	SRR2101088	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013015	SRR2100603	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013014	SRR2100602	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013017	SRR2100605	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013016	SRR2100604	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013013	SRR2100601	tuberculosis	R	S	S	S	S	S	S	S	S	S
MTBC_A2	C00013012	SRR2100600	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008706	SRR2100176	tuberculosis	S	R	S	S	S	S	R	S	S	S
MTBC_A2	C00013120	SRR2100703	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013123	SRR2100706	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00013122	SRR2100705	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00013125	SRR2100708	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013124	SRR2100707	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013127	SRR2100710	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013126	SRR2100709	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013128	SRR2100711	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005478	ERR046943	tuberculosis	R	R	S	 	S	S	R	S	 	 
MTBC_A2	C00005474	ERR046939	tuberculosis	S	S	S	 	 	 	S	 	 	 
MTBC_A2	C00005475	ERR046940	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005476	ERR046941	tuberculosis	S	S	S	 	 	 	S	 	 	 
MTBC_A2	C00005470	SRR2467264	tuberculosis	S	S	S							
MTBC_A2	C00005471	ERR046936	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005472	ERR046937	tuberculosis	 	 	S	 	 	 	 	S	 	 
MTBC_A2	C00007569	SRR2100146	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008740	SRR2467267	tuberculosis	R	R	S	S	S	S		S	S	S
MTBC_A2	C00008743	SRR2100207	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008742	SRR2100206	tuberculosis	R	S	S	S	S	S	 	S	S	S
MTBC_A2	C00008745	SRR2100209	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008744	SRR2100208	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008747	SRR2100211	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008748	SRR2100212	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014814	SRR2100894	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014968	SRR2101016	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014969	SRR2101017	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014961	SRR2101009	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014962	SRR2101010	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014963	SRR2101011	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014964	SRR2101012	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014965	SRR2101013	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014966	SRR2101014	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014967	SRR2101015	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008723	SRR2100190	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017929	SRR2101195	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017928	SRR2101194	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017925	SRR2101191	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017924	SRR2101190	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017927	SRR2101193	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017921	SRR2101187	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014566	SRR2100765	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014567	SRR2100766	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014560	SRR2100878	tuberculosis	S	S	S							
MTBC_A2	C00014561	SRR2100760	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014563	SRR2100762	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014568	SRR2100923	tuberculosis	S	S	S							
MTBC_A2	C00014569	SRR2100767	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014748	SRR2100837	tuberculosis	S	R	S	 	S	S	 	S	S	S
MTBC_A2	C00014744	SRR2100835	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014745	SRR2100836	tuberculosis	R	R	S	S	S	S	S	S	S	S
MTBC_A2	C00014741	SRR2100832	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014742	SRR2100833	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008919	SRR2100370	tuberculosis	S	R	S	S	S	S	S	S	S	S
MTBC_A2	C00014589	SRR2100783	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014582	SRR2100776	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00014583	SRR2100777	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014586	SRR2100780	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014587	SRR2100781	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014584	SRR2100778	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014585	SRR2100779	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005276	ERR046741	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005277	SRR2100071	tuberculosis	S	S	S	 	 	 	S	 	 	 
MTBC_A2	C00005274	ERR046739	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005275	SRR2100070	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005272	ERR046737	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005273	ERR046738	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005270	ERR046735	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005271	ERR046736	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005278	ERR046743	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005279	ERR046744	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014630	SRR2100818	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016858	SRR2101097	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016859	SRR2101098	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016902	SRR2101141	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013008	SRR2100596	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013009	SRR2100597	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013006	SRR2100594	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013007	SRR2100595	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013004	SRR2100592	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013005	SRR2100593	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013002	SRR2100590	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013003	SRR2100591	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013000	SRR2100588	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008762	SRR2100224	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00003838	ERR040107	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008681	SRR2100156	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00003832	ERR040101	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012869	SRR2100468	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016928	SRR2101167	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013132	SRR2100714	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013130	SRR2100712	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013136	SRR2100718	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013137	SRR2100719	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013134	SRR2100716	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00003836	ERR040105	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00013138	SRR2100720	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013139	SRR2100721	tuberculosis	 	 	 	 	 	 	 	 	 	 
MTBC_A2	C00003837	ERR040106	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00003834	ERR040103	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00003835	ERR040104	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007356	SRR2100144	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007355	SRR2100143	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005481	ERR046946	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005480	ERR046945	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005482	ERR046947	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005485	ERR046950	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005484	ERR046949	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005486	ERR046951	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008752	SRR2100215	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008751	SRR2100214	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008756	SRR2100219	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008757	SRR2100220	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008755	SRR2100218	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008788	SRR2100247	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012992	SRR2100580	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008758	SRR2100221	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012997	SRR2100585	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012996	SRR2100584	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012995	SRR2100583	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012994	SRR2100582	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013153	SRR2100735	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00014919	SRR2100968	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014914	SRR2100965	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014917	SRR2100966	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014913	SRR2100964	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00016939	SRR2101178	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012916	SRR2100509	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005429	ERR046894	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005428	ERR046893	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012919	SRR2100512	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014820	SRR2100898	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014823	SRR2100901	tuberculosis	S	S	B	 	 	 	 	S	 	 
MTBC_A2	C00014824	SRR2100902	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00005423	ERR046888	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00009055	SRR2100390	tuberculosis	R	R	 	 	 	 	 	 	 	 
MTBC_A2	C00009116	SRR2100397	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00017938	SRR2101204	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017939	SRR2101205	tuberculosis	S	S	S	 	 	 	 	 	 	 
